Participante,Texto,Sentimiento,Palabras,Dia,Mes,Anio
XOCHITL GALVEZ RUIZ, ¡¿Que a quién le vamos a romper la piñata?!,0.0,9,13,09,2023
XOCHITL GALVEZ RUIZ,¿A quién vamos a sacar?!,0.0,5,13,09,2023
