Participante,Texto,Sentimiento,Palabras,Dia,Mes,Anio
NATIVIDAD GARCIA," Tengo algunos becarios y los estoy enseñando a tejer, que a veces estaban estudiando y no alcanzaron por falta de recursos, no siguieron estudiando. Ahí esta beca pues está muy bien para que ellos aprovechen; y no solamente la beca, sino que aprendan lo que nosotros aprendimos cuando nos enseñaron nuestros abuelos.",0.32823650481604266,52,12,8,2019
